occupancy_type,loan_amount,action_taken,state_code,county_code,applicant_race_1,applicant_sex,applicant_age,income,applicant_credit_scoring_model,debt_to_income_ratio,loan_term,interest_only_payment,property_value,target
1,1505000,1,AZ,04013,5,1,45-54,277,3,45,360,2,3155000,1
1,595000,1,PA,42017,5,2,25-34,361,1,<20%,360,2,855000,1
1,895000,1,NY,36047,5,1,35-44,387,2,38,360,2,1495000,1
1,615000,1,UT,49057,5,1,35-44,201,3,30%-<36%,360,2,735000,1
1,1205000,1,NY,36047,5,1,35-44,297,3,42,360,2,1995000,1
3,375000,1,AZ,04013,5,1,45-54,598,1,44,360,1,695000,1
1,605000,1,NC,37183,5,1,25-34,766,3,46,360,2,1215000,1
3,575000,1,TX,48453,5,1,45-54,9819,3,<20%,360,1,1245000,1
1,335000,1,NY,36119,5,2,>74,78,1,49,360,2,455000,1
1,765000,1,NY,36047,5,1,25-34,188,3,37,360,2,965000,1
1,1785000,1,FL,12071,5,1,45-54,711,2,48,360,2,2385000,1
1,515000,1,PA,42091,5,2,25-34,218,1,30%-<36%,360,2,685000,1
1,1035000,1,NY,36119,5,1,45-54,,2,38,360,2,1295000,1
3,535000,1,TX,48453,5,1,45-54,9819,3,<20%,360,1,1205000,1
1,1005000,1,MA,25017,5,2,45-54,439,2,42,360,1,1345000,1
2,325000,1,AZ,04019,5,2,55-64,,2,20%-<30%,360,1,325000,1
1,645000,1,IL,17031,5,1,25-34,283,2,39,360,2,795000,1
1,925000,1,WA,53033,5,1,65-74,711,3,<20%,360,1,1555000,1
1,635000,1,CO,08059,5,2,25-34,155,2,39,360,2,895000,1
1,705000,1,OR,41051,5,1,45-54,290,2,42,360,2,1405000,1
1,515000,1,CA,06073,2,2,25-34,409,1,30%-<36%,360,2,705000,1
1,695000,1,OR,41015,5,1,45-54,249,1,45,360,2,925000,1
1,1025000,1,FL,12086,5,1,45-54,953,1,20%-<30%,360,1,2895000,1
1,4505000,1,CA,06059,5,1,45-54,999,2,47,360,2,7105000,1
2,1195000,1,TX,48167,5,1,35-44,990,2,20%-<30%,360,2,1705000,1
1,515000,1,GA,13121,5,1,35-44,106,1,48,360,2,785000,1
1,225000,3,TX,48039,5,1,<25,70,2,30%-<36%,360,2,225000,0
1,3185000,1,CA,06053,5,1,55-64,1316,2,38,360,1,4555000,1
1,595000,1,CT,09001,2,1,55-64,276,3,47,360,2,1185000,1
1,655000,1,UT,49049,5,1,>74,166,3,38,360,2,1355000,1
2,1105000,1,CA,06097,3,1,35-44,681,2,30%-<36%,360,2,1385000,1
1,755000,1,MD,24005,5,2,25-34,189,3,49,360,2,855000,1
1,755000,1,IL,17097,5,1,55-64,675,3,20%-<30%,360,1,1505000,1
1,515000,1,RI,44009,5,2,65-74,166,3,49,360,2,1305000,1
1,545000,1,CO,08013,5,2,45-54,469,3,<20%,360,2,725000,1
1,1005000,1,CA,06013,5,2,55-64,725,3,20%-<30%,360,2,3505000,1
2,315000,1,MI,26121,5,2,45-54,,3,37,360,1,415000,1
1,6005000,3,NY,36061,5,1,65-74,22,3,>60%,360,2,9505000,0
1,655000,1,NJ,34003,5,1,25-34,205,1,30%-<36%,360,2,825000,1
1,1545000,1,TX,48201,5,1,45-54,598,3,39,360,2,1935000,1
1,705000,1,WA,53033,5,1,65-74,530,3,20%-<30%,360,1,1765000,1
2,515000,1,NY,36061,5,1,45-54,750,2,30%-<36%,360,2,625000,1
2,1005000,1,CO,08107,5,1,55-64,1304,3,<20%,360,1,3545000,1
2,175000,1,CT,09011,5,1,25-34,98,3,42,360,2,335000,1
1,705000,1,CA,06059,5,1,45-54,329,1,39,360,2,2105000,1
2,535000,1,NM,35027,5,1,35-44,347,1,30%-<36%,360,2,655000,1
1,755000,1,TX,48201,2,1,45-54,377,2,45,360,2,1705000,1
1,435000,1,NC,37119,5,2,55-64,127,1,36,360,2,575000,1
1,455000,1,NC,37099,5,2,55-64,329,3,20%-<30%,360,2,805000,1
1,16805000,3,FL,12099,5,1,55-64,4037,3,>60%,360,1,21005000,0
1,635000,1,AZ,04013,5,1,65-74,476,3,38,360,2,1055000,1
1,565000,1,FL,12099,5,1,65-74,224,2,43,360,1,725000,1
1,545000,1,AL,01073,5,1,45-54,292,1,37,360,2,675000,1
1,585000,1,NJ,34025,5,1,35-44,177,3,30%-<36%,360,2,635000,1
1,1395000,1,NJ,34013,2,1,35-44,586,3,20%-<30%,360,2,1865000,1
1,1015000,1,FL,12115,5,1,55-64,543,1,36,360,2,1355000,1
1,515000,1,IL,17111,5,2,65-74,174,1,41,360,2,555000,1
1,365000,1,NJ,34025,5,1,25-34,183,2,20%-<30%,360,2,455000,1
1,265000,1,KY,21067,5,1,35-44,95,1,30%-<36%,360,2,395000,1
2,1605000,1,CO,08041,5,1,45-54,698,3,38,360,2,3275000,1
1,665000,1,AR,05007,5,1,35-44,468,3,41,360,2,835000,1
1,515000,3,CA,06073,5,1,65-74,138,1,>60%,360,2,3205000,0
3,215000,1,CT,09009,5,1,35-44,42,2,45,360,2,365000,1
1,1005000,1,TX,48209,5,1,65-74,506,3,30%-<36%,360,1,2005000,1
1,535000,1,OR,41051,5,2,25-34,373,2,30%-<36%,360,2,665000,1
1,865000,1,NY,36119,5,2,45-54,353,1,30%-<36%,360,1,1465000,1
1,515000,1,CO,08035,5,2,45-54,214,3,30%-<36%,360,2,845000,1
1,995000,1,AZ,04013,5,1,55-64,350,1,39,360,1,995000,1
1,875000,1,CA,06081,5,2,25-34,261,2,44,360,1,1975000,1
1,1125000,1,TX,48453,5,1,35-44,523,2,42,360,2,1505000,1
1,535000,1,IL,17031,5,1,45-54,247,3,30%-<36%,360,2,755000,1
1,2025000,1,CA,06085,2,1,45-54,622,2,38,360,2,2705000,1
2,525000,1,CA,06061,2,2,35-44,465,1,30%-<36%,360,2,695000,1
1,565000,1,CO,08059,5,1,25-34,225,2,20%-<30%,360,2,755000,1
1,515000,1,CA,06037,5,1,55-64,243,1,43,360,2,705000,1
1,275000,1,TX,48329,5,1,55-64,300,3,<20%,360,2,315000,1
1,2405000,1,CO,08031,5,1,35-44,866,1,30%-<36%,360,2,3205000,1
3,355000,1,DE,10005,5,2,65-74,142,3,38,360,2,445000,1
1,1105000,1,CT,09001,5,1,35-44,563,3,20%-<30%,360,2,1525000,1
1,205000,1,NC,37063,5,1,25-34,126,2,20%-<30%,360,2,295000,1
3,515000,1,NY,36061,5,1,45-54,,3,<20%,360,1,845000,1
1,775000,1,IL,17031,5,1,35-44,266,1,37,360,2,985000,1
1,955000,1,CA,06041,5,1,25-34,293,3,30%-<36%,360,2,1375000,1
2,1345000,1,CO,08117,5,1,55-64,650,3,30%-<36%,360,2,1925000,1
1,585000,1,IL,17031,3,1,35-44,531,3,20%-<30%,360,2,585000,1
1,515000,1,GA,13067,5,1,45-54,204,1,37,360,2,2005000,1
1,655000,1,CA,06097,5,1,65-74,173,3,41,360,2,875000,1
1,645000,1,FL,12069,5,1,65-74,258,1,39,360,1,855000,1
1,585000,1,MD,24031,5,1,25-34,252,1,20%-<30%,360,2,725000,1
1,515000,1,TX,48085,2,1,45-54,229,2,44,360,2,545000,1
1,135000,1,CA,06097,5,2,>74,157,1,30%-<36%,300,1,785000,1
1,1085000,1,FL,12103,5,1,45-54,903,1,<20%,360,2,1365000,1
1,1205000,1,NY,36103,5,1,55-64,572,2,40,360,1,2405000,1
1,935000,1,CA,06037,5,2,35-44,333,3,30%-<36%,360,2,1255000,1
2,225000,1,FL,12017,5,1,45-54,,1,<20%,360,2,275000,1
1,2275000,1,CA,06059,2,1,35-44,855,2,47,360,2,3475000,1
1,615000,1,LA,22071,5,1,55-64,324,1,20%-<30%,360,2,1055000,1
2,535000,1,MO,29037,5,1,35-44,684,1,20%-<30%,360,2,715000,1
2,285000,1,IL,17031,5,2,45-54,823,1,20%-<30%,360,2,485000,1
1,3105000,1,CA,06085,2,1,45-54,790,3,46,360,2,5025000,1
1,2085000,3,CA,06037,5,1,35-44,1130,3,>60%,360,2,3475000,0
1,2505000,1,MA,25009,5,1,45-54,1001,1,37,360,2,4765000,1
2,745000,3,FL,12086,5,1,35-44,256,3,>60%,360,2,1485000,0
2,205000,1,CT,09005,5,1,55-64,102,3,30%-<36%,360,2,285000,1
1,555000,1,CT,09001,5,2,65-74,205,1,47,360,2,1205000,1
2,1155000,1,AL,01125,5,1,45-54,688,3,30%-<36%,360,2,1255000,1
2,615000,1,ME,23005,5,1,65-74,316,2,39,360,2,825000,1
1,315000,1,RI,44007,5,2,35-44,193,3,47,360,2,385000,1
1,515000,1,WA,53011,5,2,>74,226,2,41,360,2,1035000,1
1,525000,1,NJ,34029,5,1,55-64,,1,20%-<30%,360,2,725000,1
1,1005000,1,CO,08031,5,1,65-74,379,3,43,360,2,4475000,1
2,515000,1,FL,12109,5,1,25-34,,3,40,360,2,735000,1
1,715000,1,DC,11001,5,1,35-44,411,1,20%-<30%,360,2,1025000,1
1,695000,1,KY,21185,5,1,55-64,384,1,41,360,2,875000,1
2,1305000,1,WY,56033,5,1,35-44,2452,3,<20%,360,2,1635000,1
1,205000,1,TN,47093,5,1,<25,45,2,41,360,2,305000,1
1,705000,1,CA,06037,5,1,25-34,173,3,43,360,2,1045000,1
1,375000,1,TX,48439,5,1,<25,182,3,44,360,2,395000,1
1,665000,1,CO,08107,5,2,25-34,120,3,43,360,2,825000,1
1,2035000,1,CA,06037,5,1,45-54,975,3,38,360,1,2855000,1
1,655000,1,CO,08035,5,1,25-34,133,3,40,360,2,655000,1
1,645000,1,GA,13121,5,1,25-34,248,3,20%-<30%,360,2,855000,1
1,645000,1,MI,26055,5,2,25-34,207,2,37,360,2,915000,1
2,285000,1,FL,12086,5,2,45-54,283,3,45,360,1,685000,1
2,365000,1,FL,12103,5,1,55-64,245,1,46,360,2,495000,1
2,525000,1,AZ,04025,5,2,35-44,518,3,30%-<36%,360,2,855000,1
1,3225000,1,NY,36071,5,1,35-44,1421,2,40,360,1,4605000,1
1,515000,3,MO,29095,5,1,>74,169,3,45,360,1,785000,0
2,515000,1,AZ,04017,5,1,65-74,153,3,39,360,2,675000,1
1,225000,1,FL,12071,5,2,55-64,100,2,43,360,1,425000,1
1,325000,1,NV,32003,5,1,25-34,70,3,48,360,2,335000,1
1,1105000,1,CA,06013,5,1,65-74,486,3,20%-<30%,360,2,1705000,1
1,1105000,1,MD,24003,5,1,65-74,626,1,48,360,1,2205000,1
1,575000,1,VA,51810,5,1,65-74,321,3,30%-<36%,360,2,1405000,1
2,245000,1,AR,05019,5,2,35-44,376,1,<20%,360,2,325000,1
2,2135000,1,NJ,34009,5,1,45-54,,3,20%-<30%,360,2,2855000,1
1,1395000,1,NY,36119,5,1,55-64,724,1,20%-<30%,360,1,2295000,1
1,955000,1,MA,25017,5,1,55-64,415,3,30%-<36%,360,2,1275000,1
1,575000,1,CT,09001,5,2,35-44,,1,38,360,1,595000,1
1,1005000,1,CA,06075,5,2,25-34,406,3,20%-<30%,360,2,1505000,1
2,515000,1,MI,26147,5,1,65-74,152,1,40,360,2,685000,1
1,485000,1,SC,45019,5,1,<25,603,3,20%-<30%,360,2,505000,1
2,735000,1,NC,37009,5,1,65-74,365,1,36,360,1,1105000,1
1,925000,1,FL,12115,5,1,45-54,328,2,30%-<36%,360,2,1235000,1
2,1085000,1,CO,08107,5,1,45-54,452,1,20%-<30%,360,2,1445000,1
1,565000,1,NJ,34027,5,1,45-54,411,2,<20%,360,2,705000,1
1,705000,1,PA,42029,5,1,55-64,256,3,46,360,1,1175000,1
1,675000,1,WA,53033,5,1,45-54,160,1,36,360,2,1075000,1
1,615000,1,MI,26125,5,2,25-34,309,1,<20%,360,2,765000,1
1,515000,1,CA,06037,5,1,65-74,199,1,20%-<30%,360,2,735000,1
1,585000,1,NJ,34039,5,2,25-34,,2,20%-<30%,360,2,735000,1
1,1505000,1,TX,48453,5,1,45-54,2493,2,36,360,1,3005000,1
1,395000,1,AZ,04013,5,1,45-54,94,1,43,360,2,625000,1
2,285000,1,WY,56013,5,1,45-54,195,3,30%-<36%,360,2,385000,1
1,555000,1,MO,29077,5,1,55-64,350,1,36,360,2,1855000,1
1,905000,1,WA,53057,5,1,25-34,314,1,20%-<30%,360,2,1205000,1
1,615000,1,FL,12111,5,1,55-64,377,1,20%-<30%,360,2,905000,1
3,175000,1,FL,12073,5,1,25-34,,2,<20%,360,2,175000,1
1,515000,1,IL,17031,5,1,45-54,806,3,20%-<30%,360,1,825000,1
2,3005000,1,RI,44009,5,1,55-64,8935,3,<20%,360,1,8505000,1
1,465000,1,OH,39165,5,1,55-64,207,3,40,360,2,575000,1
1,915000,1,RI,44003,5,1,25-34,300,1,42,360,2,1075000,1
1,1065000,1,CO,08031,5,1,35-44,504,3,42,360,2,1065000,1
1,1755000,1,VA,51013,5,1,35-44,839,1,30%-<36%,360,2,2655000,1
2,745000,1,NY,36061,5,2,35-44,1569,1,<20%,360,2,1235000,1
1,745000,1,FL,12095,5,1,55-64,151,1,50%-60%,360,2,2145000,1
1,735000,1,CA,06001,5,1,45-54,233,1,30%-<36%,360,2,1345000,1
1,1345000,1,NJ,34039,5,1,35-44,850,1,20%-<30%,360,1,1675000,1
1,545000,1,OR,41015,5,1,65-74,176,2,40,360,2,2275000,1
1,1155000,1,CO,08097,5,1,25-34,422,1,42,360,2,2805000,1
1,1545000,1,CA,06083,5,2,35-44,315,2,48,360,2,2005000,1
1,515000,1,NY,36091,5,2,45-54,205,2,20%-<30%,360,2,1075000,1
2,725000,1,FL,12131,5,1,45-54,329,3,48,360,1,1835000,1
1,515000,1,NJ,34013,5,1,25-34,227,3,20%-<30%,360,2,1205000,1
1,605000,1,NY,36027,2,1,45-54,532,3,20%-<30%,360,2,815000,1
1,905000,1,MN,27053,3,1,35-44,3100,1,<20%,360,2,1765000,1
1,635000,1,NJ,34013,5,1,35-44,245,3,20%-<30%,360,2,795000,1
2,575000,1,WI,55127,5,1,45-54,310,1,42,360,2,825000,1
1,365000,1,ME,23005,5,1,25-34,134,3,20%-<30%,360,2,455000,1
2,515000,1,GA,13111,5,2,55-64,245,3,41,360,2,575000,1
3,1525000,3,NY,36081,2,1,55-64,608,1,>60%,360,1,2025000,0
1,1905000,1,CA,06037,5,2,25-34,682,1,50%-60%,360,1,2375000,1
1,515000,1,FL,12005,5,1,65-74,163,1,44,360,1,535000,1
1,545000,1,IL,17043,5,1,65-74,300,2,20%-<30%,360,2,685000,1
1,545000,1,MI,26055,5,1,25-34,,1,36,360,2,675000,1
1,515000,1,NV,32031,5,1,55-64,212,1,46,360,1,985000,1
3,1085000,3,NY,36081,2,1,55-64,608,1,>60%,360,1,1205000,0
1,725000,1,CA,06001,5,1,25-34,218,3,30%-<36%,360,2,1305000,1
1,615000,1,CA,06075,5,1,35-44,311,3,20%-<30%,360,2,1215000,1
1,985000,1,VA,51003,5,1,35-44,318,1,30%-<36%,360,2,1585000,1
1,335000,1,FL,12119,5,1,65-74,352,1,30%-<36%,360,2,555000,1
1,725000,1,NJ,34021,2,1,35-44,,3,20%-<30%,360,2,965000,1
2,1265000,1,CA,06059,5,1,45-54,,1,43,360,2,1955000,1
3,1015000,3,NY,36081,2,1,55-64,608,1,>60%,360,1,1875000,0
1,715000,1,CA,06081,5,1,35-44,380,2,<20%,360,2,1255000,1
3,855000,3,NY,36081,2,1,55-64,608,1,>60%,360,1,1875000,0
1,595000,1,WA,53061,2,1,65-74,373,3,44,360,2,595000,1
1,695000,1,WA,53033,5,1,35-44,170,3,49,360,2,1075000,1
1,305000,1,PA,42041,5,1,35-44,134,3,39,360,2,505000,1
3,2355000,3,NY,36081,2,1,55-64,608,1,>60%,360,1,3185000,0
1,555000,1,WA,53011,2,1,65-74,150,3,47,360,1,555000,1
1,705000,1,CT,09001,5,1,25-34,329,2,20%-<30%,360,2,1255000,1
1,805000,1,NY,36059,5,1,35-44,,1,30%-<36%,360,2,1225000,1
1,905000,1,FL,12011,5,1,35-44,780,3,20%-<30%,360,2,2155000,1
1,555000,1,OR,41051,5,1,35-44,150,3,37,360,2,745000,1
1,515000,1,TX,48113,5,1,45-54,235,1,48,360,2,1705000,1
1,355000,1,FL,12099,5,2,25-34,150,2,20%-<30%,360,2,445000,1
1,515000,1,AZ,04013,5,1,65-74,163,1,30%-<36%,360,2,615000,1
1,595000,1,OK,40109,5,1,45-54,585,3,49,360,2,655000,1
1,1505000,1,CA,06081,5,2,45-54,,1,44,360,1,2805000,1
1,2325000,1,TX,48113,5,1,25-34,637,1,38,360,2,2905000,1
1,2505000,1,CA,06037,2,2,45-54,713,1,43,360,1,2725000,1
1,2795000,1,NY,36061,5,2,45-54,694,3,44,360,2,3905000,1
2,355000,1,FL,12061,5,1,65-74,,3,<20%,360,2,605000,1
1,515000,1,WI,55133,5,1,>74,170,3,45,360,1,645000,1
1,605000,1,FL,12099,5,1,35-44,350,2,36,360,1,1355000,1
1,665000,1,IL,17031,5,1,35-44,397,3,30%-<36%,360,2,825000,1
1,1165000,1,CA,06001,5,1,45-54,258,3,46,360,2,2115000,1
1,1005000,1,NY,36061,5,1,35-44,470,1,30%-<36%,360,2,2455000,1
1,1155000,1,PA,42091,5,1,35-44,,2,50%-60%,360,1,1755000,1
1,1555000,1,CO,08005,5,1,65-74,699,2,43,360,1,1945000,1
1,525000,1,NY,36103,5,2,25-34,155,1,44,360,2,745000,1
1,785000,1,PA,42091,5,1,25-34,247,2,37,360,2,985000,1
1,2705000,1,AZ,04013,5,1,45-54,885,3,36,360,1,4505000,1
1,535000,3,FL,12081,5,2,55-64,,1,>60%,360,2,885000,0
1,365000,1,FL,12119,5,2,65-74,96,1,48,360,2,715000,1
1,545000,1,MI,26009,5,1,45-54,332,3,30%-<36%,360,2,545000,1
1,515000,1,OH,39061,5,2,35-44,185,3,48,360,2,775000,1
1,855000,1,CA,06001,5,1,35-44,397,1,20%-<30%,360,2,1725000,1
1,585000,1,NH,33011,5,1,35-44,345,3,37,360,2,735000,1
1,635000,1,CA,06073,2,1,55-64,215,3,30%-<36%,360,2,845000,1
1,975000,1,CT,09001,5,2,45-54,769,2,20%-<30%,360,1,2105000,1
1,305000,1,RI,44007,5,1,25-34,113,2,30%-<36%,360,2,455000,1
1,615000,1,NY,36059,5,1,25-34,195,2,30%-<36%,360,2,825000,1
1,1055000,1,IL,17031,5,1,45-54,568,3,30%-<36%,360,2,1325000,1
1,735000,1,CA,06037,5,2,45-54,300,3,30%-<36%,360,1,1245000,1
1,515000,1,UT,49043,5,2,35-44,309,1,<20%,360,2,835000,1
1,525000,1,LA,22045,5,2,25-34,190,2,50%-60%,360,2,705000,1
1,525000,1,WA,53033,5,2,65-74,92,1,49,360,2,735000,1
2,625000,1,WI,55135,5,2,65-74,488,2,45,360,2,835000,1
1,1445000,1,CA,06073,2,1,45-54,427,2,44,360,1,1815000,1
1,745000,1,SC,45019,5,2,25-34,396,3,<20%,360,2,1065000,1
2,305000,1,WI,55115,5,2,65-74,492,2,45,360,2,405000,1
2,795000,1,NJ,34009,5,1,45-54,272,3,37,360,2,995000,1
1,2925000,3,NY,36103,5,2,35-44,809,3,43,360,1,3305000,0
2,1105000,1,GA,13111,5,1,45-54,987,3,20%-<30%,360,1,2055000,1
1,205000,1,AZ,04013,5,1,55-64,121,1,37,360,2,425000,1
2,1865000,1,WI,55079,5,1,55-64,780,1,30%-<36%,360,2,2105000,1
1,5605000,1,FL,12086,3,1,25-34,1931,3,41,360,2,7005000,1
1,515000,1,MA,25023,5,2,55-64,210,3,36,360,2,805000,1
1,515000,1,PA,42101,5,2,55-64,95,2,47,360,2,645000,1
1,755000,1,TX,48157,2,1,35-44,412,2,49,360,2,1985000,1
1,515000,1,PA,42029,5,2,55-64,133,1,42,360,2,955000,1
1,1225000,1,IL,17031,5,1,65-74,501,1,45,360,2,2055000,1
2,515000,1,NM,35055,5,1,45-54,,1,<20%,360,2,865000,1
1,825000,1,CA,06097,5,1,55-64,278,3,38,360,2,1175000,1
1,575000,1,UT,49035,5,1,35-44,,2,20%-<30%,360,2,775000,1
1,205000,3,CA,06073,5,1,45-54,206,1,>60%,300,1,3745000,0
1,1595000,1,OR,41067,2,1,45-54,1757,1,<20%,360,2,2185000,1
1,515000,1,OR,41029,5,2,45-54,108,1,49,360,2,905000,1
1,525000,3,FL,12086,5,2,25-34,423,3,46,360,2,925000,0
1,435000,1,CA,06085,2,2,45-54,313,3,38,300,1,1815000,1
1,515000,1,KS,20091,5,1,45-54,200,1,20%-<30%,360,2,755000,1
3,1505000,1,CO,08037,5,1,55-64,384,2,44,360,1,3505000,1
1,1305000,1,TN,47037,5,1,35-44,336,1,37,360,2,3255000,1
1,515000,1,CT,09001,5,1,55-64,300,1,20%-<30%,360,1,1355000,1
1,625000,1,MN,27053,5,1,35-44,288,1,37,360,2,775000,1
1,515000,1,FL,12071,5,2,55-64,250,1,36,360,2,745000,1
1,515000,1,TX,48201,5,1,65-74,313,3,20%-<30%,360,1,595000,1
1,1045000,1,TX,48113,5,2,35-44,574,1,30%-<36%,360,2,1305000,1
1,605000,1,CA,06073,5,1,65-74,425,3,20%-<30%,360,2,2975000,1
1,595000,1,OR,41051,5,1,25-34,128,3,44,360,2,745000,1
1,535000,1,MD,24031,5,2,65-74,197,1,42,360,2,715000,1
1,705000,1,NJ,34003,5,1,35-44,300,2,41,360,2,1205000,1
1,545000,1,VA,51510,5,2,25-34,130,1,38,360,2,785000,1
1,315000,1,FL,12109,5,1,<25,146,2,43,360,2,325000,1
1,515000,1,GA,13089,5,1,25-34,182,3,30%-<36%,360,2,585000,1
1,2045000,1,CA,06037,5,1,35-44,1885,2,30%-<36%,360,1,2555000,1
1,295000,1,CA,06065,5,1,>74,80,1,44,360,2,585000,1
1,705000,1,TX,48039,3,1,45-54,307,2,30%-<36%,360,2,945000,1
1,225000,1,TX,48113,5,1,25-34,129,1,20%-<30%,360,2,725000,1
2,5005000,3,CO,08037,5,1,55-64,526,2,>60%,360,2,5725000,0
2,2305000,1,CA,06055,5,2,45-54,960,3,41,360,1,4805000,1
1,1505000,1,CA,06001,2,1,45-54,304,3,50%-60%,360,2,3305000,1
1,1075000,1,TX,48201,5,1,35-44,457,2,41,360,2,1345000,1
1,515000,1,RI,44009,5,1,25-34,266,1,39,360,2,885000,1
1,645000,1,NC,37119,5,2,55-64,466,1,20%-<30%,360,2,1285000,1
1,625000,1,KY,21111,5,1,55-64,227,1,43,360,2,835000,1
1,975000,1,CA,06059,2,1,65-74,677,1,42,300,1,3155000,1
1,2005000,1,CA,06085,2,1,45-54,766,3,38,360,1,3545000,1
1,955000,1,GA,13121,5,1,35-44,242,2,43,360,2,1195000,1
2,715000,1,NY,36103,5,1,45-54,580,3,20%-<30%,360,2,985000,1
1,635000,1,CA,06001,5,1,25-34,150,1,44,360,2,1205000,1
1,595000,1,MS,28071,3,1,45-54,400,3,20%-<30%,360,2,655000,1
1,4375000,1,NY,36061,5,1,55-64,1984,3,40,360,1,6255000,1
2,655000,1,NC,37089,5,1,55-64,254,3,38,360,1,875000,1
1,2005000,1,CA,06061,2,1,35-44,533,1,36,360,2,2505000,1
1,515000,1,FL,12069,5,1,55-64,176,1,49,360,2,665000,1
1,1505000,1,OH,39055,5,1,35-44,991,1,20%-<30%,360,2,1875000,1
2,2005000,1,FL,12099,5,1,55-64,1008,3,30%-<36%,360,2,11005000,1
1,575000,1,NY,36005,5,1,35-44,180,3,41,360,2,775000,1
1,1115000,3,FL,12115,5,1,45-54,198,2,>60%,360,2,1595000,0
1,515000,1,WA,53033,5,1,45-54,121,3,37,360,2,755000,1
2,525000,1,NY,36061,5,2,55-64,243,1,39,360,2,705000,1
1,515000,3,FL,12099,5,1,>74,98,3,>60%,360,2,3775000,0
1,515000,1,SC,45019,5,2,25-34,175,1,43,360,2,1105000,1
1,705000,1,IL,17097,5,1,35-44,274,2,30%-<36%,360,2,1805000,1
1,545000,1,TN,47157,5,1,35-44,169,3,38,360,2,675000,1
1,515000,1,CO,08059,5,1,25-34,127,1,30%-<36%,360,2,545000,1
1,1895000,1,MI,26125,5,1,45-54,637,1,43,360,2,2705000,1
1,3005000,1,IL,17031,5,1,25-34,1516,1,37,360,1,4575000,1
1,225000,1,MN,27053,5,2,55-64,130,3,20%-<30%,360,2,425000,1
1,2005000,1,NY,36061,5,2,55-64,433,1,50%-60%,360,2,3905000,1
2,225000,1,FL,12031,5,1,25-34,267,1,30%-<36%,360,2,315000,1
1,515000,1,WA,53053,5,2,55-64,359,1,48,360,1,1375000,1
1,315000,1,OR,41003,5,2,25-34,81,2,37,360,2,395000,1
1,1905000,1,FL,12086,5,1,55-64,1090,2,37,360,1,3865000,1
1,525000,1,PA,42077,5,2,25-34,248,2,30%-<36%,360,2,655000,1
1,515000,1,VT,50001,5,2,35-44,165,3,30%-<36%,360,2,925000,1
1,355000,1,NV,32031,5,2,55-64,238,2,37,300,1,2405000,1
2,525000,1,ID,16043,5,1,65-74,177,1,45,360,2,525000,1
1,745000,1,GA,13121,5,2,25-34,262,2,42,360,2,1035000,1
2,945000,1,WA,53037,2,2,35-44,530,1,20%-<30%,360,2,1245000,1
1,775000,1,AZ,04013,5,2,55-64,343,3,30%-<36%,360,2,1035000,1
1,1075000,1,FL,12011,5,1,45-54,556,3,30%-<36%,360,2,2375000,1
1,315000,1,WA,53003,5,2,25-34,75,2,37,360,2,395000,1
1,515000,1,CA,06037,5,1,25-34,210,1,36,360,2,665000,1
1,1145000,1,WA,53033,5,2,65-74,470,1,47,360,2,1525000,1
1,525000,1,NC,37183,3,1,35-44,145,1,37,360,2,525000,1
3,205000,1,NV,32031,5,1,35-44,204,1,20%-<30%,360,2,445000,1
1,705000,1,NJ,34017,2,2,35-44,,2,30%-<36%,360,2,1355000,1
1,515000,1,TN,47093,5,1,65-74,125,1,41,360,2,565000,1
1,705000,1,SC,45019,5,1,35-44,419,1,30%-<36%,360,2,1205000,1
1,485000,1,FL,12081,5,2,25-34,104,3,45,360,2,485000,1
1,2135000,1,FL,12057,2,2,35-44,413,3,44,360,2,2675000,1
1,515000,1,NJ,34025,5,2,35-44,175,1,36,360,2,1305000,1
1,3005000,1,CA,06037,5,1,35-44,824,2,39,360,2,4365000,1
1,575000,1,NC,37129,5,2,35-44,416,3,47,360,2,575000,1
1,505000,1,CA,06037,5,2,65-74,244,1,39,300,1,1505000,1
1,935000,1,TN,47187,5,1,35-44,435,2,20%-<30%,360,2,1105000,1
1,845000,1,CO,08059,5,1,25-34,171,3,41,360,2,1065000,1
1,995000,1,NJ,34013,5,1,35-44,480,1,20%-<30%,360,2,1665000,1
1,1145000,1,VA,51059,5,1,>74,375,1,30%-<36%,360,2,1435000,1
2,515000,1,WA,53035,5,1,65-74,213,1,30%-<36%,360,2,895000,1
1,545000,1,KS,20091,5,2,25-34,321,1,<20%,360,2,685000,1
1,635000,1,CT,09001,5,1,25-34,345,3,<20%,360,2,795000,1
1,585000,1,OR,41005,5,1,25-34,250,3,20%-<30%,360,2,785000,1
1,515000,1,KY,21111,5,2,>74,135,2,36,360,2,585000,1
1,805000,1,TX,48299,5,2,55-64,262,3,48,360,2,1005000,1
2,525000,1,MT,30039,5,1,35-44,310,3,30%-<36%,360,2,945000,1
1,315000,1,ND,38017,5,1,45-54,217,3,20%-<30%,180,2,645000,1
1,525000,1,TX,48491,5,2,55-64,192,3,50%-60%,360,2,885000,1
1,1465000,1,DC,11001,5,2,35-44,731,1,44,360,2,1835000,1
1,325000,1,FL,12011,5,1,35-44,110,2,37,360,2,415000,1
2,635000,1,VT,50027,5,1,45-54,413,2,42,180,2,935000,1
2,445000,1,NY,36119,5,1,65-74,180,3,41,360,2,445000,1
2,745000,1,ME,23031,5,2,55-64,326,1,49,360,1,995000,1
1,855000,1,CA,06037,5,1,45-54,225,3,42,360,2,1065000,1
